Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword
ceinture porte gobelet,6,6,50,64.53,0.00,http://www.atelierdugobelet.fr/de/po/740-porte-gobelet-ceinture.html,2,0,0.00,1,754000,"[33,33,67,33,33,33,33,33,33,100,67,67]",1584044122,"Image pack, Reviews"
ceinture porte gobelet,7,7,50,64.53,0.00,http://www.atelierdugobelet.fr/fr/398-porte-gobelet,2,0,0.00,1,754000,"[33,33,67,33,33,33,33,33,33,100,67,67]",1584044122,"Image pack, Reviews"
tasse en plastique personnalisé,7,7,70,58.93,0.00,http://www.atelierdugobelet.fr/fr/,2,0,0.00,0.81,0,"[20,100,20,80,20,40,60,20,20,20,80,20]",1583313438,"Image pack, Site links, Reviews, Video, AdWords top, AdWords bottom, Shopping ads"
date d expédition,8,8,90,86.03,0.00,http://www.atelierdugobelet.fr/fr/expedition,2,0,0.00,0,60700000,"[50,50,64,64,100,64,79,100,64,64,64,100]",1583433729,Featured snippet
gobelet marie,8,8,70,59.28,0.00,http://www.atelierdugobelet.fr/fr/,2,0,0.00,1,2350000,"[0,100,20,0,0,60,20,20,0,20,0,60]",1582319815,"Image pack, Site links, Reviews, Video"
gobelet réutilisable 33cl pas cher,6,6,40,69.31,0.56,http://www.atelierdugobelet.fr/fr/388-gobelets-reutilisable-25-cl-33cl,2,0,1.00,1,57,"[0,0,0,0,0,0,100,20,20,20,20,20]",1584479451,"Image pack, Site links, Reviews, AdWords top, Shopping ads"
bon de reduction atelier du gobelet,6,6,40,73.3,0.00,http://www.atelierdugobelet.fr/fr/content/10-revendeurs,2,0,0.00,0.17,1030000,"[25,75,25,50,25,25,50,50,50,50,25,100]",1582220822,"Image pack, Reviews"
gobelet réutilisable personnalisé belgique,5,5,40,54.58,0.00,http://www.atelierdugobelet.fr/fr/,2,0,0.00,0,50,"[100,20,60,20,20,20,40,60,40,80,20,0]",1582603201,"Image pack, Site links, Reviews"
arbre empreinte,16,16,480,76.78,0.12,http://www.atelierdugobelet.fr/fr/photo-sur-toile/1496-arbre-a-empreintes.html,2,0,0.00,1,5090000,"[30,36,36,55,67,82,82,100,55,44,36,55]",1584475409,"Image pack, Reviews, Shopping ads, Video Carousel"
verre doseur personnalisé,5,5,50,49.48,0.60,http://www.atelierdugobelet.fr/fr/,2,0,1.00,1,118000,"[0,0,11,11,22,11,22,56,33,33,11,100]",1582467635,"Image pack, Site links, Reviews, Shopping ads"
fabricant gobelet plastique jetable,10,10,70,67.42,0.68,http://www.atelierdugobelet.fr/fr/,2,0,1.00,0.79,150000,"[20,20,20,60,60,20,20,20,40,20,100,20]",1584613524,"Site links, Reviews, Video"
gobelets personnalisés mariage pas cher,8,8,70,59.88,0.66,http://www.atelierdugobelet.fr/fr/,2,0,1.00,1,72,"[40,40,40,0,40,20,100,20,20,20,20,20]",1582439310,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads"
gobelets recyclables entreprise,8,8,90,62.92,0.99,http://www.atelierdugobelet.fr/fr/,2,0,2.00,0.71,112000,"[0,0,0,0,11,11,11,11,100,11,22,11]",1583644951,"Image pack, Site links, Reviews, AdWords top, AdWords bottom"
gobelet plastique quantité,9,9,70,58.79,0.00,http://www.atelierdugobelet.fr/fr/,2,0,0.00,0.97,454000,"[0,0,0,33,33,33,67,67,33,100,33,100]",1582476675,"Image pack, Site links, Reviews, Featured snippet, Shopping ads"
verre personnalisable mariage,8,8,70,68.84,0.33,http://www.atelierdugobelet.fr/fr/,2,0,0.00,1,1510000,"[20,20,20,20,20,100,20,20,20,60,20,20]",1583966642,"Image pack, Site links, Reviews, AdWords top, Shopping ads"
gobelet carton personnalisé,13,13,320,63.08,1.63,http://www.atelierdugobelet.fr/fr/397-gobelet-en-carton,2,0,4.00,1,95,"[44,54,54,67,67,54,44,67,67,67,67,100]",1584545956,"Image pack, Reviews"
badge 56mm,11,11,50,54.46,0.34,http://www.atelierdugobelet.fr/fr/decapsuleur-rond-personnalise/1587-badge-decapsuleur-o-56mm.html,2,0,0.00,1,86,"[50,50,50,50,50,50,50,100,50,50,50,50]",1583360483,"Local pack, Image pack, Reviews, Video Carousel"
verre plastique mariage personnalisé,5,5,40,65.64,0.41,http://www.atelierdugobelet.fr/fr/,2,0,0.00,1,2810000,"[0,0,0,0,0,0,0,0,0,0,100,100]",1583850666,"Image pack, Site links, Reviews, Video"
verre a biere plastique,12,12,170,71.69,0.31,http://www.atelierdugobelet.fr/fr/,2,0,0.00,1,307000,"[42,35,65,65,100,100,100,65,65,54,54,35]",1583586975,"Image pack, Reviews, Video"
gobelets réutilisables personnalisés belgique,10,10,70,48.12,0.00,http://www.atelierdugobelet.fr/fr/,2,0,0.00,0,84,"[100,100,0,100,100,100,100,0,0,0,0,0]",1582440063,"Image pack, Site links, Reviews"
cup mariage,7,7,70,65.44,0.38,http://www.atelierdugobelet.fr/fr/,2,0,1.00,1,16500000,"[14,29,14,14,14,14,43,43,14,71,14,100]",1584464452,"Image pack, Site links, Reviews, Video, Video Carousel"
bon de réduction atelier du gobelet,6,6,50,78.19,0.86,http://www.atelierdugobelet.fr/fr/content/10-revendeurs,2,0,2.00,0.1,841000,"[14,29,14,14,100,14,14,29,57,29,71,14]",1584340412,"Image pack, Reviews, FAQ"
prix gobelet en plastique,4,4,40,79.75,0.30,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,2,0,0.00,1,1700000,"[14,14,29,14,14,100,29,29,29,14,57,100]",1583884956,"Site links, Reviews, Featured snippet"
acheter gobelet,4,4,40,64.04,0.00,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,2,0,0.00,0.52,0,"[100,44,11,56,22,56,22,11,11,11,33,11]",1583300852,"Local pack, Site links, Reviews, AdWords top, Shopping ads"
verre eco,8,8,90,59.07,0.69,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,2,0,1.00,1,35300000,"[20,20,40,100,20,20,20,20,20,60,20,20]",1583906875,"Image pack, Site links, Reviews, AdWords top, Video Carousel"
verre jetable personnalisé,5,5,50,61.37,0.53,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,2,0,1.00,1,1850000,"[29,14,100,14,14,14,14,29,43,29,14,14]",1583489857,"Image pack, Site links, Reviews, AdWords bottom, Shopping ads"
bracelet silicone,25,26,1600,65.39,1.32,http://www.atelierdugobelet.fr/fr/imprim-et-com/13179-bracelet-silicone-equipe-de-france.html,2,0,3.00,1,35900000,"[68,84,100,84,100,100,84,100,84,84,68,68]",1584619408,"Image pack, Site links, Reviews, AdWords top, Shopping ads, FAQ"
timbale personnalisée prenom,5,5,50,72.64,0.26,http://www.atelierdugobelet.fr/fr/,2,0,0.00,1,87,"[5,5,5,5,10,5,5,5,100,5,5,5]",1584021637,"Image pack, Site links, Reviews"
gobelet réutilisable à l unité,4,4,40,61.7,0.00,http://www.atelierdugobelet.fr/fr/,2,0,0.00,1,96300,"[11,11,0,33,11,100,22,11,11,11,11,22]",1583423843,"Image pack, Site links, Reviews"
verre reutilisable pas cher,5,5,50,63.37,0.74,http://www.atelierdugobelet.fr/fr/,2,0,1.00,1,793000,"[20,20,80,20,20,20,20,20,20,60,20,100]",1582403714,"Image pack, Site links, Reviews"
impression 2 couleurs,6,6,40,69.86,1.98,http://www.atelierdugobelet.fr/fr/delai-j10-j15/530-gobelets-personnalises-25-cl-impression-2-couleurs-j10-jours-ouvres.html,2,0,3.00,0.13,53800000,"[50,50,50,50,50,50,50,50,50,100,50,50]",1583553580,"Image pack, Site links, Reviews, Video Carousel"
bracelet evenementiel,15,15,2400,65,2.61,http://www.atelierdugobelet.fr/fr/413-bracelet,2,0,6.00,1,101000,"[67,81,100,44,44,35,24,35,30,30,19,24]",1584630045,"Image pack, Site links, Reviews, AdWords bottom, Video Carousel"
gobelet enfant a personnaliser,10,10,70,66.74,0.00,http://www.atelierdugobelet.fr/fr/,2,0,0.00,0,1600000,"[0,25,0,25,0,0,25,50,100,25,0,0]",1583719935,"Image pack, Site links, Reviews"
gobelet logo,4,4,40,62.84,0.95,http://www.atelierdugobelet.fr/fr/,2,0,2.00,1,7300000,"[29,29,29,43,57,71,57,71,100,71,57,57]",1584559364,"Image pack, Site links, Reviews, Shopping ads"
gobelet réutilisable prix,4,4,40,60.74,0.90,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,2,0,2.00,1,150000,"[50,50,100,50,50,50,50,100,50,50,50,50]",1582824852,"Site links, Reviews, Featured snippet, Video Carousel"
recyclage gobelet plastique,15,15,210,60.4,0.93,http://www.atelierdugobelet.fr/fr/content/13-le-recyclage-de-nos-gobelets-plastiques,1,0,0.00,0.56,169000,"[65,81,81,65,65,81,65,65,100,100,65,54]",1583705622,"Image pack, Site links, Video Carousel"
verre personnalisé mariage,8,8,320,65.23,0.39,http://www.atelierdugobelet.fr/fr/,1,0,0.00,1,14000000,"[36,44,29,54,81,81,100,66,81,54,44,24]",1584100856,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads"
gobelet com,4,4,140,47.63,0.61,http://www.atelierdugobelet.fr/fr/,1,0,1.00,0.59,30700000,"[35,42,65,81,100,81,65,54,35,27,27,15]",1582309758,"Site links, Reviews, Video"
verre gobelet prenom,9,9,50,66.05,0.00,http://www.atelierdugobelet.fr/fr/,1,0,0.00,0.43,301000,"[40,40,20,100,20,100,20,20,40,20,40,20]",1584160126,"Image pack, Site links, Reviews, Shopping ads"
vers en plastique,10,10,50,74.67,0.32,http://www.atelierdugobelet.fr/fr/,1,0,0.00,0.66,89700000,"[25,25,50,25,25,25,25,100,75,25,100,25]",1582222848,"Image pack, Site links, Reviews, Video, Shopping ads, Video Carousel"
arbre à empreinte mariage,28,28,1300,74.72,0.13,http://www.atelierdugobelet.fr/fr/photo-sur-toile/1496-arbre-a-empreintes.html,1,0,0.00,1,941000,"[25,30,42,79,79,100,79,67,54,42,25,54]",1584462143,"Image pack, Reviews, Video Carousel"
verre eco cup,6,6,110,59.44,0.61,http://www.atelierdugobelet.fr/fr/,1,0,0.00,1,1660000,"[53,41,53,53,82,100,100,65,100,65,53,53]",1582482869,"Knowledge panel, Image pack, Site links, Reviews, AdWords top, Shopping ads, Video Carousel"
ecocup ecologique,14,18,260,61.08,0.64,http://www.atelierdugobelet.fr/fr/,1,0,1.00,1,19900,"[18,36,28,67,82,67,54,100,82,54,54,82]",1584637025,"Knowledge panel, Image pack, Site links, Shopping ads"
prix ecocup,6,6,140,61.92,0.56,http://www.atelierdugobelet.fr/fr/,1,0,0.00,1,43000,"[65,82,82,82,100,100,65,65,82,82,65,82]",1582690416,"Image pack, Site links, Reviews, Featured snippet, Video Carousel"
verre enfant personnalisé,12,12,110,57.8,0.38,http://www.atelierdugobelet.fr/fr/,1,0,0.00,1,5420000,"[9,6,16,22,16,28,100,100,53,16,22,22]",1582508302,"Image pack, Site links, Reviews, Video, AdWords top, AdWords bottom, Shopping ads"
maison goblet,2,3,70,71.97,0.00,http://www.atelierdugobelet.fr/fr/,1,0,0.00,0,763000,"[0,0,0,0,100,0,0,0,50,0,0,0]",1584626359,"Knowledge panel, Image pack, Site links, Reviews, Video Carousel"
33 cl,14,14,260,74.5,0.00,http://www.atelierdugobelet.fr/fr/388-gobelets-reutilisable-25-cl-33cl,1,0,0.00,0,1210000000,"[65,81,65,81,100,81,81,100,100,100,100,100]",1584228205,"Image pack, Reviews"
gobelet personnalisé mariage pas cher,8,8,320,65.67,0.46,http://www.atelierdugobelet.fr/fr/,1,0,0.00,1,89,"[81,67,44,100,100,67,54,67,54,44,35,100]",1584466256,"Image pack, Site links, Reviews"
imprimetcom,5,5,110,75.22,0.44,http://www.atelierdugobelet.fr/fr/content/9-mentions-legales,1,0,0.00,0.19,75,"[53,65,53,53,65,100,100,41,65,65,65,53]",1583536918,"Knowledge panel, Image pack, Site links, Reviews, AdWords top"
gobelet jetable personnalisé,12,12,110,51.73,0.68,http://www.atelierdugobelet.fr/fr/,1,0,0.00,1,121000,"[18,24,29,82,65,82,65,100,65,65,53,65]",1582197066,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads"
blank atelier,10,10,40,68.72,0.00,http://www.atelierdugobelet.fr/en/gobelets-25cl/622-gobelet-vierge-25cl.html,1,0,0.00,0,33100000,"[100,0,100,0,100,0,0,0,100,100,0,100]",1583470848,"Knowledge panel, Image pack, Site links, Reviews, Video"
ecocup nantes,3,3,70,65.84,0.76,http://www.atelierdugobelet.fr/fr/,1,0,0.00,0.69,21200,"[33,33,33,33,33,67,33,33,33,67,33,100]",1584041395,"Local pack, Image pack, Site links, Reviews, Video"
objet personnalisé,46,46,6600,79.61,0.55,http://www.atelierdugobelet.fr/fr/417-objet-personnalise-evenementiel,1,0,1.00,1,26600000,"[30,24,24,45,36,30,30,36,45,100,100,36]",1584626393,"Image pack, Site links, FAQ"
estimated shipping date,10,10,40,67.29,0.00,http://www.atelierdugobelet.fr/en/estimated-shipping-time,1,0,0.00,0,132000000,"[71,14,57,14,29,14,14,14,43,100,14,29]",1582713981,"Image pack, Reviews, Featured snippet, Video Carousel"
gobelet transparent reutilisable,10,10,40,67.25,0.72,http://www.atelierdugobelet.fr/fr/,1,0,0.00,1,92,"[0,0,0,0,0,0,0,0,0,0,0,100]",1583598497,"Image pack, Site links, Reviews"
gobelet plastique solide,7,7,40,78.35,0.00,http://www.atelierdugobelet.fr/fr/,1,0,0.00,1,171000,"[0,0,0,0,0,33,33,33,33,33,33,100]",1584159287,"Image pack, Site links, Reviews"
gros verre en plastique,10,10,50,76.79,0.28,http://www.atelierdugobelet.fr/fr/,1,0,0.00,1,17100000,"[67,67,33,33,100,33,33,33,33,33,100,67]",1583477924,"Image pack, Site links, Reviews, Shopping ads, Video Carousel"
bracelet silicone france,8,8,40,64.84,1.85,http://www.atelierdugobelet.fr/fr/imprim-et-com/13179-bracelet-silicone-equipe-de-france.html,1,0,2.00,1,13700000,"[20,40,20,20,80,20,20,40,100,40,20,40]",1582953505,"Image pack, Site links, Reviews, AdWords top, AdWords bottom"
jeton,23,23,1300,93.71,0.76,http://www.atelierdugobelet.fr/fr/416-jeton,1,0,1.00,1,11900000,"[55,81,63,81,63,81,81,81,100,100,63,81]",1584446487,"Knowledge panel, Site links, Reviews, Featured snippet, AdWords top, AdWords bottom, FAQ"
ecocup pas cher,8,8,260,69.43,1.00,http://www.atelierdugobelet.fr/fr/,1,0,1.00,1,13600,"[44,53,81,100,81,100,100,81,100,66,81,44]",1583679874,"Image pack, Site links, Reviews"
eco cup prix,9,9,320,65.91,0.56,http://www.atelierdugobelet.fr/fr/,1,0,1.00,1,8250000,"[67,67,100,100,81,81,54,35,54,54,81,54]",1583490376,"Image pack, Site links, Reviews, Featured snippet, AdWords top"
vistaprint gobelet,4,4,110,68.26,1.04,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,1,0,1.00,1,27,"[65,82,82,82,100,100,82,82,41,29,29,41]",1584548345,"Image pack, Site links, Reviews, AdWords top"
verre a biere plastique dur,10,10,40,66.67,0.31,http://www.atelierdugobelet.fr/fr/,1,0,0.00,1,74,"[0,0,0,0,0,0,0,0,0,0,100,100]",1583331083,"Image pack, Site links, Reviews, Video"
verre imprimé personnalisé,8,8,40,70.35,0.69,http://www.atelierdugobelet.fr/fr/,1,0,0.00,1,4150000,"[0,0,25,25,25,25,25,50,100,25,25,50]",1584485624,"Image pack, Site links, Reviews"
verre personnalisable,14,14,210,72.14,0.59,http://www.atelierdugobelet.fr/fr/,1,0,0.00,1,3590000,"[28,28,36,36,67,67,54,54,54,44,82,100]",1584072844,"Image pack, Site links, Reviews, Video, AdWords top, Shopping ads"
verres personnalisés mariage,9,9,40,61.79,0.49,http://www.atelierdugobelet.fr/fr/,1,0,0.00,1,0,"[3,3,3,5,100,28,54,100,18,3,3,3]",1583284765,"Image pack, Site links, Reviews, Video, AdWords bottom"
commande de bracelet,10,10,50,66.38,0.74,http://www.atelierdugobelet.fr/fr/bracelet-vinyle-personnalise/547-bracelet-vinyle-2.html,1,0,1.00,0.94,20100000,"[0,100,11,11,11,11,11,11,22,44,11,11]",1583763462,"Image pack, Site links, Reviews, AdWords top, AdWords bottom"
arbre empreinte mariage,20,20,480,76.73,0.14,http://www.atelierdugobelet.fr/fr/photo-sur-toile/1496-arbre-a-empreintes.html,1,0,0.00,1,884000,"[30,44,55,82,100,100,82,55,36,24,16,44]",1584212833,"Image pack, Site links, Reviews, Video Carousel"
gobelet soiree,8,9,50,73.95,0.00,http://www.atelierdugobelet.fr/fr/,1,0,0.00,1,1200000,"[25,75,25,25,25,50,25,25,25,25,100,25]",1584619406,"Image pack, Site links, Reviews, Shopping ads, Video Carousel"
goblet a biere,7,7,40,69.26,0.00,http://www.atelierdugobelet.fr/fr/,1,0,0.00,1,83000,"[100,20,20,40,20,20,20,20,20,40,40,40]",1582994564,"Image pack, Site links, Reviews, Shopping ads, Video Carousel"
soubock evenement,51,51,70,77.35,0.00,http://www.atelierdugobelet.fr/fr/407-produits-evenementiel,0,0,0.00,0,56,"[14,57,14,100,71,14,14,14,14,14,14,71]",1582882066,"Knowledge panel, Image pack, Site links, Reviews, Video Carousel"
verre plastique a pied,70,70,90,75.61,0.34,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,15000000,"[33,33,33,33,100,33,33,33,33,33,33,33]",1583249492,"Image pack, Reviews"
mug personnalisé toulouse,44,44,140,67.06,1.39,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,31300,"[29,15,15,23,44,23,23,19,19,23,100,29]",1584290277,"Local pack, Image pack, Site links, Reviews, Video"
gancho,73,73,140,90.55,0.00,http://www.atelierdugobelet.fr/es/bage-bouton-avec-epingle/1544-chapita-con-broche-de-gancho-en-o-88mm-.html,0,0,0.00,0,81800000,"[52,43,52,43,43,52,67,81,81,81,100,81]",1584162011,"Instant answer, Image pack, Reviews, Video, Video Carousel, FAQ"
tableau a empreinte mariage,33,33,70,73.83,0.11,http://www.atelierdugobelet.fr/fr/photo-sur-toile/1496-arbre-a-empreintes.html,0,0,0.00,1,100,"[5,5,5,52,5,81,100,10,33,5,14,5]",1584515863,"Image pack, Reviews, Video Carousel"
pinte biere personnalisable,60,60,50,70.97,0.33,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,85,"[33,11,56,0,0,11,11,11,11,11,11,100]",1583834847,"Image pack, Reviews, AdWords top, Shopping ads"
100 gobelets plastique,23,23,40,80.19,0.40,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,1,1440000,"[20,20,20,40,20,100,40,20,20,40,60,60]",1584160300,"Image pack, Reviews, AdWords top, Shopping ads"
verre enfant avec prenom,12,12,50,62.56,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,0,"[43,14,100,29,14,14,43,14,14,29,57,14]",1583281240,"Image pack, Site links, Reviews, Video, AdWords bottom, Shopping ads"
type de bonbon 94,52,52,110,79,0.00,http://www.atelierdugobelet.fr/fr/gobelets-visuels-generiques/19896-gobelet-halloween.html,0,0,0.00,0.04,5380000,"[100,100,100,100,82,82,100,100,64,64,82,82]",1582425555,"Image pack, Reviews, Video, Image"
eco cup logo,6,6,40,61.76,0.94,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0.53,105000000,"[100,11,11,33,78,11,22,11,22,44,11,11]",1583370495,"Image pack, Site links, Reviews, AdWords bottom"
fabrication de badge en ligne,72,72,50,64.15,0.32,http://www.atelierdugobelet.fr/fr/badge-magnet/3062-badge-bouton-o-25mm-pin-s.html,0,0,0.00,0.86,2580000,"[25,100,25,25,25,25,75,25,25,50,75,25]",1583709312,"Image pack, Reviews, Video"
verre à pied plastique rigide,30,30,70,66.48,0.00,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,90,"[11,56,56,11,56,11,11,11,100,11,11,11]",1582808837,"Image pack, Site links, Reviews"
bracelet usage unique,16,16,70,62,0.98,http://www.atelierdugobelet.fr/fr/413-bracelet,0,0,0.00,1,13700000,"[11,11,11,33,11,11,100,11,22,11,33,11]",1584406969,"Image pack, Site links, Reviews, Video"
badge personnalisé vistaprint,26,26,320,67.22,1.28,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,1,53,"[35,35,44,54,81,81,67,67,100,81,81,54]",1583796348,"Image pack, Reviews, AdWords top, AdWords bottom, Shopping ads"
gobelet maternelle,14,14,110,78.15,0.31,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,357000,"[2,2,2,2,5,12,54,100,36,3,3,3]",1583964456,"Image pack, Site links, Reviews, Video Carousel"
verre personnalisé avec photo,48,48,40,63.87,0.41,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,8760000,"[35,2,2,8,2,23,44,2,2,2,100,67]",1583076323,"Image pack, Reviews, Video, Shopping ads"
los chapitas,74,74,90,39.05,0.00,http://www.atelierdugobelet.fr/es/411-chapitas,0,0,0.00,0,4530000,"[0,0,0,25,50,25,75,25,0,25,0,100]",1582380559,"Image pack, Reviews, Video Carousel"
gobelet plastique recyclable ou non,13,13,50,65.16,0.66,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,0.5,519000,"[0,0,40,40,100,20,80,20,20,20,20,20]",1584163327,"Featured snippet, People also ask"
quantité,87,68,8100,93.27,0.00,http://www.atelierdugobelet.fr/fr/389-quantite-de-1-a-5000-exemplaires,0,0,0.00,0,142000000,"[67,82,67,82,82,100,100,82,82,100,100,100]",1584644239,"Knowledge panel, Video, Featured snippet, Video Carousel, FAQ"
čl,12,12,70,74.57,0.00,http://www.atelierdugobelet.fr/fr/388-gobelets-reutilisable-25-cl-33cl,0,0,0.00,0,2370000000,"[14,14,14,71,14,14,71,14,57,14,100,14]",1584299080,"Top stories, Site links, Reviews, Video Carousel"
sérigraphie sur plastique,67,67,110,53.44,0.81,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,961000,"[15,19,27,35,27,54,100,65,54,27,27,19]",1582980515,"Image pack, Reviews, Video Carousel"
bicchieri plastica rigida,24,24,50,30.37,0.00,http://www.atelierdugobelet.fr/it/il-bicchiere-riutilizzabile-ed-ecologico,0,0,0.00,0,328000,"[0,100,0,20,0,0,0,0,0,0,0,0]",1583177396,"Image pack, Reviews"
gobelet rouge et bleu,57,57,70,74.2,0.00,http://www.atelierdugobelet.fr/fr/delai-j10-j15/530-gobelets-personnalises-25-cl-impression-2-couleurs-j10-jours-ouvres.html,0,0,0.00,1,2810000,"[100,50,50,50,100,50,50,100,50,50,50,50]",1583403477,"Image pack, Reviews, Video, Shopping ads"
arbre a empreinte personnalisable gratuit,17,17,90,73.22,0.00,http://www.atelierdugobelet.fr/fr/photo-sur-toile/1496-arbre-a-empreintes.html,0,0,0.00,1,58,"[0,11,11,100,78,11,11,44,11,11,22,56]",1584273651,"Image pack, Reviews, Video"
porte clé décapsuleur personnalisé,78,78,320,67.93,0.53,http://www.atelierdugobelet.fr/fr/decapsuleur-rond-personnalise/4-porte-cles-decapsuleur-acrylique-personnalise.html,0,0,0.00,1,135000,"[82,82,82,82,82,100,67,67,67,67,67,100]",1583582554,"Image pack, Site links, Reviews, AdWords top, Shopping ads, Video Carousel"
porte gobelet en carton,69,69,40,68.94,0.56,http://www.atelierdugobelet.fr/fr/398-porte-gobelet,0,0,0.00,0.98,795000,"[33,33,33,33,33,100,33,33,33,33,33,33]",1583683292,"Image pack, Reviews, Shopping ads"
impression tatouage ephemere,73,73,70,61.97,0.29,http://www.atelierdugobelet.fr/fr/produits-evenementiels/1113-tatouage-ephemere.html,0,0,0.00,1,97,"[11,11,11,11,11,11,11,100,11,78,33,22]",1584061525,"Image pack, Site links, Reviews, Video Carousel"
gabarit panier halloween,61,61,40,82.28,0.00,http://www.atelierdugobelet.fr/fr/gobelets-visuels-generiques/19896-gobelet-halloween.html,0,0,0.00,0,90,"[0,0,0,0,0,50,100,100,50,50,0,0]",1584208717,"Image pack, Reviews, Video Carousel"
verre à vin plastique personnalisé,12,12,70,63,0.54,http://www.atelierdugobelet.fr/fr/,0,0,0.00,0.97,1950000,"[20,80,20,20,20,20,100,40,20,20,20,20]",1584286210,"Image pack, Site links, Reviews"
bicchieri,17,17,880,85.22,0.00,http://www.atelierdugobelet.fr/it/il-bicchiere-riutilizzabile-ed-ecologico,0,0,0.00,0.08,12800000,"[3,3,3,4,3,4,100,4,4,3,3,3]",1584208688,"Instant answer, Image pack, Site links, Reviews"
eco tasse personnalisable,83,83,50,52.79,0.52,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,133000,"[0,0,0,0,0,0,0,0,0,0,0,100]",1582524152,"Image pack, Reviews"
holograma,85,85,90,80.34,0.00,http://www.atelierdugobelet.fr/es/billetterie/923-billetes-personalizables.html,0,0,0.00,0.01,8580000,"[64,50,79,64,100,64,64,64,50,64,100,79]",1582289011,"Knowledge panel, Site links, Reviews, Video, Video Carousel"
virement nuance 3d,61,61,50,80.9,0.00,http://www.atelierdugobelet.fr/faq,0,0,0.00,0.03,71,"[11,44,11,11,11,33,11,11,100,11,11,11]",1583539196,"Image pack, Reviews"
personnalisation de verre,34,34,50,65.25,0.33,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,47100000,"[22,78,56,11,22,56,11,11,11,22,11,100]",1583826164,"Knowledge panel, Image pack, Site links, Reviews, Video Carousel"
ecocup tarif,6,6,90,59.62,0.50,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,14000,"[11,11,100,100,11,11,44,11,56,33,22,100]",1583554220,"Site links, Reviews, Featured snippet, AdWords bottom"
mug personnalisé vistaprint,85,85,170,81.66,0.87,http://www.atelierdugobelet.fr/fr/gobelet-reutilisable-ecologique,0,0,0.00,1,89,"[15,15,12,12,15,15,15,15,15,29,81,100]",1583834886,"Image pack, Reviews, Video"
cĺ,43,43,90,68.72,1.06,http://www.atelierdugobelet.fr/fr/388-gobelets-reutilisable-25-cl-33cl,0,0,0.00,0.12,1980000000,"[11,11,11,11,44,11,22,11,11,100,44,11]",1582693848,"Knowledge panel, Top stories, Site links, Reviews, Video Carousel, People also ask"
mug personnalisé lyon,89,89,110,57.55,0.95,http://www.atelierdugobelet.fr/fr/,0,0,0.00,1,145000,"[28,28,22,22,22,34,44,34,28,34,53,100]",1584018028,"Local pack, Image pack, Site links, Video, AdWords bottom, Shopping ads"
gabarit carte bancaire,77,77,40,59.44,0.00,http://www.atelierdugobelet.fr/fr/fiches-techniques-gabarits,0,0,0.00,0.02,623000,"[50,25,25,50,25,25,100,25,50,25,25,25]",1583107169,"Image pack, Site links, Reviews"
