Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword
costume evjf,47,47,110,63.19,0.34,https://cupkiller.com/fr/evjf-evg/1016-gobelet-personnalisable-evjg-costume.html,0,0,0.00,1,196000,"[24,43,52,100,100,67,67,43,24,33,24,14]",1582663084,"Image pack, Reviews"
écoverre,6,6,50,64.66,1.02,https://cupkiller.com/,0,0,0.00,0.57,98,"[80,20,20,20,20,20,100,20,20,20,60,20]",1583850440,"Image pack, Site links, Reviews, Video"
canopterre erstein,50,50,70,65.2,0.00,https://cupkiller.com/fr/actu/blog/association-canopterre,0,0,0.00,0,57,"[0,0,0,14,14,14,71,14,71,57,14,100]",1582879212,"Knowledge panel, Image pack, Site links, Reviews, Video, Video Carousel"
gobelet plastique personnalisé maternelle,16,16,50,73.8,0.00,https://cupkiller.com/,0,0,0.00,1,28,"[14,14,29,14,43,43,100,14,14,14,29,100]",1583885259,"Image pack, Site links, Reviews, Video, AdWords top, AdWords bottom, Shopping ads"
gobelets green cup,16,16,170,73.12,0.41,https://cupkiller.com/,0,0,0.00,0.99,379000,"[81,81,81,81,100,81,52,67,52,67,67,100]",1583900981,"Knowledge panel, Image pack, Site links, Reviews, Shopping ads, Video Carousel"
gobelet anniversaire 30 ans,64,64,70,73.82,0.34,https://cupkiller.com/,0,0,0.00,1,1800000,"[0,0,0,0,0,0,100,71,14,100,14,14]",1582335438,"Image pack, Reviews"
iml back office,93,93,50,75.61,0.00,https://cupkiller.com/fr/module/ptsinfiniteproducts/infinite,0,0,0.00,0.04,2820000,"[100,43,14,43,14,0,29,14,0,43,0,14]",1584170106,"Site links, Reviews, Video, FAQ"
recette tarte tatin cyril lignac,89,0,590,81.76,0.00,https://cupkiller.com/fr/actu/blog/le-meilleur-patissier-2017,0,0,0.00,0.03,94,"[100,100,45,25,13,8,16,37,68,68,45,37]",1584581228,"Image pack, Reviews, Video, Featured snippet, Image"
coffret biere,76,76,4400,77.63,0.50,https://cupkiller.com/fr/coffrets/1392-coffret-biere-mange-soif.html,0,0,0.00,1,392000,"[7,7,7,9,16,9,7,9,16,55,100,9]",1584587513,"Local pack, Image pack, Site links, Reviews, AdWords top, Shopping ads"
verre canard,48,48,320,73.15,0.18,https://cupkiller.com/fr/coffrets/1402-coffret-champagne-canard-duchene.html,0,0,0.00,1,8220000,"[54,54,54,67,67,67,67,81,81,81,81,100]",1584494021,"Image pack, Reviews, Shopping ads, FAQ"
verre a vin couleur,77,77,90,81.81,0.21,https://cupkiller.com/fr/verres-personnalises-plastique/1377-verre-a-vin-plastique-personnalise-syrah.html,0,0,0.00,1,18200000,"[52,33,24,33,24,33,33,52,43,43,100,100]",1582956998,"Image pack, Site links, Reviews, Shopping ads"
pp cup,72,72,70,47.97,0.00,https://cupkiller.com/fr/171-mojito-personnalise-pp,0,0,0.00,1,182000000,"[0,60,0,100,20,20,80,40,40,20,60,20]",1582399029,"Image pack, Reviews, Video Carousel"
coupe de champagne en plastique pas cher,71,71,50,75.72,0.59,https://cupkiller.com/,0,0,0.00,1,656000,"[50,50,50,50,100,100,50,50,0,50,50,100]",1582852752,"Image pack, Reviews, AdWords top, Shopping ads"
3 jours ouvrés,42,42,320,83.17,0.00,https://cupkiller.com/fr/produit-back-office/736-supplement-4-jours-ouvres.html,0,0,0.00,0,26100000,"[44,44,44,54,66,54,54,54,54,66,66,100]",1583727074,"Site links, Reviews, Video Carousel, People also ask"
prix flute champagne plastique,67,67,50,74,0.00,https://cupkiller.com/fr/verres-personnalises-plastique/1379-flute-a-champagne-plastique-personnalise-blanc-cepage.html,0,0,0.00,1,199000,"[60,0,0,20,20,60,0,20,100,40,60,20]",1582816504,"Image pack, Reviews"
dessin gourde,19,19,170,74.59,0.00,https://cupkiller.com/fr/167-gourdes-thematiques,0,0,0.00,0.06,875000,"[13,16,13,16,34,100,34,81,81,81,66,81]",1584157624,"Image pack, Reviews, Video, FAQ"
ecocup logo,4,4,70,58.4,1.13,https://cupkiller.com/,0,0,1.00,0.31,184000,"[100,100,33,33,33,33,33,33,33,33,33,33]",1582590123,"Image pack, Site links, Reviews, AdWords top"
verre a shooter plastique,72,72,90,80.38,0.22,https://cupkiller.com/,0,0,0.00,1,233000,"[50,50,50,50,100,50,50,50,50,50,50,50]",1583436258,"Image pack, Reviews, Video"
vistaprint delais livraison,22,22,110,68.14,2.05,https://cupkiller.com/,0,0,0.00,0.15,65,"[81,100,67,52,67,43,52,33,24,24,67,43]",1583327594,"Image pack, Reviews, Featured snippet, AdWords top"
gobelet plastique solide,26,26,40,78.35,0.00,https://cupkiller.com/,0,0,0.00,1,171000,"[0,0,0,0,0,33,33,33,33,33,33,100]",1584159287,"Image pack, Site links, Reviews"
affiche zumba vierge,52,52,90,82.92,0.00,https://cupkiller.com/fr/167-gourdes-thematiques,0,0,0.00,0.01,74,"[11,11,100,11,11,78,44,11,22,11,11,11]",1584228934,"Image pack, Reviews, FAQ"
faire des ecocup,3,3,40,60.84,0.55,https://cupkiller.com/,0,0,0.00,0.68,53700,"[20,20,20,20,20,40,20,60,20,20,100,80]",1582675705,"Site links, Reviews"
gobelet vert,13,13,50,79.1,0.35,https://cupkiller.com/fr/gobelet-a-personnaliser-25-cl-impression-quadri-multicolore/1055-gobelet-personnalise-vert-d-eau-qualite-photo-25cl.html,0,0,0.00,1,6610000,"[11,78,11,100,11,22,11,11,11,33,33,11]",1584054481,"Image pack, Reviews, Shopping ads"
gobelet plastique 25 cl,14,14,110,75.67,0.37,https://cupkiller.com/fr/gobelet-vierge-25-cl/1106-gobelet-translucide-25cl.html,0,0,0.00,1,240000,"[67,100,100,81,67,52,52,52,33,33,24,52]",1584255899,"Image pack, Reviews, Shopping ads"
cadeau personnalisé guadeloupe,85,85,90,59.69,0.00,https://cupkiller.com/,0,0,0.00,1,1850000,"[11,11,11,78,100,11,11,0,0,0,11,11]",1583503399,"Image pack, Site links, Reviews"
road trip vendée,95,95,50,58.7,0.00,https://cupkiller.com/fr/actu/blog/road-trip-dans-louest-,0,0,0.00,0,621000,"[14,0,57,14,14,14,14,14,14,14,100,14]",1583276938,"Knowledge panel, Image pack, Reviews, Video, Video Carousel"
gros verre en plastique,23,23,50,76.79,0.28,https://cupkiller.com/,0,0,0.00,1,17100000,"[67,67,33,33,100,33,33,33,33,33,100,67]",1583477924,"Image pack, Site links, Reviews, Shopping ads, Video Carousel"
couronne fleur mariage,85,85,1600,78.88,0.21,https://cupkiller.com/fr/mariage/955-gobelet-personnalisable-mariage-couronne-de-fleurs.html,0,0,0.00,1,9000000,"[67,67,79,79,79,100,67,54,54,42,37,79]",1584504819,"Local pack, Image pack, Site links, Reviews, Video Carousel, FAQ"
gourde 33cl,25,25,140,70.55,0.10,https://cupkiller.com/fr/gourdes-vierges/1364-gourde-50-cl-sans-impression-tacx-shiva.html,0,0,0.00,1,89,"[35,19,35,35,27,54,35,81,100,65,65,81]",1582489360,"Image pack, Site links, Reviews, Shopping ads"
ecovere,86,86,40,75.05,0.00,https://cupkiller.com/,0,0,0.00,0.57,87,"[20,20,20,20,100,20,20,20,20,20,20,20]",1584065136,"Image pack, Site links, Reviews, Video, AdWords top, Video Carousel"
bon de reduction atelier du gobelet,19,19,40,73.3,0.00,https://cupkiller.com/,0,0,0.00,0.17,1030000,"[25,75,25,50,25,25,50,50,50,50,25,100]",1582220822,"Image pack, Reviews"
image verre à pied,31,31,50,73.51,0.00,https://cupkiller.com/fr/promotions/1028-verre-a-pieds-sky-blanc-opaque-tritan.html,0,0,0.00,0.61,43400000,"[11,11,11,11,22,11,22,100,11,11,11,78]",1583048125,"Image pack, Site links, Reviews, Video"
verre whisky personnalisé,53,53,480,71.54,0.42,https://cupkiller.com/fr/vaisselle-reutilisable/272-verre-whisky-25cl.html,0,0,0.00,1,86,"[17,14,9,9,21,17,14,14,11,68,100,17]",1584450126,"Image pack, Reviews, Video, Shopping ads"
pichet bière quantité,41,41,50,69.06,0.00,https://cupkiller.com/fr/promotions/1031-chope-bieremug-ps.html,0,0,0.00,0.36,114000,"[20,100,20,80,80,20,20,20,20,40,20,20]",1582778482,"Site links, Reviews, Featured snippet, Shopping ads, People also ask"
super token lavage,31,31,90,75.4,0.00,https://cupkiller.com/fr/accueil/408-lavage-gobelet-25cl.html,0,0,0.00,0.15,56,"[20,20,20,60,100,20,20,20,20,20,20,60]",1583037879,Image pack
gourde en peau autre nom,65,65,90,76.85,0.00,https://cupkiller.com/actu//cupkiller-change-de-peau-,0,0,0.00,0,1880000,"[100,78,0,0,0,0,11,44,11,11,44,11]",1584515707,"Image pack, Reviews, Featured snippet"
gourde sport personnalisable,86,86,170,66.56,0.88,https://cupkiller.com/fr/163-gourdes-personnalisees,0,0,0.00,1,140000,"[28,13,28,23,23,28,36,28,67,54,67,100]",1583495812,"Image pack, Reviews, AdWords top, AdWords bottom"
jetons buvette personnalisé,13,13,110,48.53,0.70,https://cupkiller.com/fr/84-jetons-personnalises,0,0,0.00,1,39200,"[43,33,43,67,100,67,52,43,67,43,43,33]",1583321652,"Image pack, Site links, Reviews"
ibiza fr bleu,83,83,50,87.07,0.00,https://cupkiller.com/fr/evjf-evg/982-gobelet-personnalisable-evjg-ibiza-bleu.html,0,0,0.00,0.08,2920000,"[25,25,25,25,25,25,25,25,75,25,100,25]",1584388842,"Image pack, Reviews, AdWords top, Video Carousel, FAQ"
black heart rose,41,41,70,63.71,0.00,https://cupkiller.com/fr/mariage/954-gobelet-personnalisable-mariage-black-heart.html,0,0,0.00,0,1140000000,"[33,0,0,0,0,0,0,33,100,0,0,0]",1583425993,"Image pack, Site links, Reviews"
eco verre réutilisable,5,5,50,67.49,0.00,https://cupkiller.com/,0,0,0.00,0,515000,"[50,0,50,100,0,50,0,0,100,50,50,0]",1583940396,"Image pack, Site links, Reviews"
gourde les artistes,84,84,140,83.49,0.13,https://cupkiller.com/fr/actu/blog/du-soleil-de-la-musique-et-des-artistes-cupkiller-partenaire-du-son-libre-festival-,0,0,0.00,1,5020000,"[9,6,9,13,13,16,34,53,81,66,66,100]",1582900139,"Image pack, Reviews"
champagne coffret,81,81,70,77,0.46,https://cupkiller.com/fr/coffrets/1402-coffret-champagne-canard-duchene.html,0,0,0.00,1,6980000,"[6,6,24,29,6,6,6,6,6,100,100,18]",1584499605,"Image pack, Reviews"
50 cl in cups,85,85,70,74.44,0.00,https://cupkiller.com/,0,0,0.00,0,16600000,"[14,14,14,14,29,29,14,100,14,29,14,14]",1583395234,"Instant answer, Image pack, Reviews, People also ask"
le meilleur patissier recette tarte tatin,61,61,90,85.21,0.00,https://cupkiller.com/actu//le-meilleur-patissier-2017,0,0,0.00,0,122000,"[0,11,0,0,0,0,0,0,0,0,100,11]",1583720530,"Image pack, Reviews, Video, Image, Video Carousel"
lot de verre pas cher,78,78,140,86.9,0.15,https://cupkiller.com/,0,0,0.00,1,29000000,"[82,29,65,100,100,100,100,100,65,65,100,82]",1583202356,"Image pack, Site links, Reviews, AdWords bottom, Shopping ads"
ceinture porte boisson,12,12,50,80.61,0.00,https://cupkiller.com/fr/accessoires/298-porte-gobelet-porte-ceinture.html,0,0,0.00,1,11700000,"[11,11,22,11,0,22,100,11,56,11,22,11]",1583965420,"Image pack, Site links, Reviews, Shopping ads"
gobelet plastique 33cl,17,17,210,73.21,0.34,https://cupkiller.com/,0,0,0.00,1,76,"[34,44,34,66,100,81,81,53,81,66,66,53]",1584097250,"Image pack, Site links, Reviews"
jardin des chartreux musique du monde,69,69,70,72.93,0.00,https://cupkiller.com/fr/actu/blog/les-gobelets-reutilisables-cupkiller-rafraichissent-les-jeudis-des-musiques-du-monde-,0,0,0.00,0,85,"[0,0,8,3,3,10,3,100,3,0,0,0]",1583702269,"Image pack, Site links, Reviews, Video, Video Carousel"
matière tritan,35,35,170,74.11,0.00,https://cupkiller.com/fr/promotions/1020-verre-a-eau-tritan.html,0,0,0.00,0.02,60700,"[34,28,44,44,44,44,66,53,66,66,100,53]",1583584532,"Reviews, Featured snippet"
customiser un verre,35,35,50,71.54,0.00,https://cupkiller.com/,0,0,0.00,1,1710000,"[14,29,29,14,14,43,14,57,14,100,14,43]",1582297849,"Image pack, Site links, Video, Video Carousel"
le petit paumé bellecour,59,59,70,78.61,0.00,https://cupkiller.com/fr/actu/blog/cupkiller-aime-le-petit-paume,0,0,0.00,0.07,74,"[0,0,14,0,29,14,0,14,0,71,100,14]",1583144812,"Image pack, Reviews, Video, Video Carousel"
gobelet transparent rigide,21,21,50,77.82,0.32,https://cupkiller.com/,0,0,0.00,1,86,"[0,0,29,14,14,14,29,14,14,100,14,14]",1583799652,"Image pack, Site links, Reviews, AdWords bottom, Shopping ads"
comparaison couleur,89,89,70,74.62,0.00,https://cupkiller.com/fr/gobelet-a-personnaliser-25-cl-impression-serigraphie-1-couleur/1086-gobelet-personnalise-1-couleur-25cl.html,0,0,0.00,0,94400000,"[100,22,33,11,11,11,11,78,22,33,11,11]",1582956668,"Image pack, Site links, Reviews, Video Carousel"
gobelet blanc,39,39,110,67.47,0.48,https://cupkiller.com/fr/gobelet-a-personnaliser-25-cl-impression-serigraphie-1-couleur/1149-gobelet-personnalise-blanc-1-couleur-25cl.html,0,0,0.00,1,11000000,"[79,50,64,79,79,79,100,50,79,100,100,79]",1583107341,"Image pack, Reviews, Video Carousel"
eco gobelet jetable,24,24,70,67.45,0.00,https://cupkiller.com/,0,0,0.00,0,281000,"[0,14,29,57,100,14,14,0,71,57,100,14]",1584540070,"Image pack, Site links, Reviews"
gourde personnalisée avec photo,52,52,50,69.52,0.63,https://cupkiller.com/fr/gourdes-thematiques/1300-gourde-personnalisee-danseuse.html,0,0,0.00,1,1060000,"[0,0,0,0,0,0,0,0,0,0,50,100]",1582948010,"Image pack, Reviews, AdWords bottom, Shopping ads"
gobelet de biere,33,33,50,69.52,0.00,https://cupkiller.com/,0,0,0.00,1,1690000,"[11,100,33,56,11,11,78,11,11,11,11,11]",1583419203,"Image pack, Site links, Reviews, AdWords bottom, Shopping ads, Video Carousel"
happy cl,81,81,70,66.97,0.00,https://cupkiller.com/fr/paques/1216-gobelet-personnalise-rose-opaque-25cl-paques-petit-poussins.html,0,0,0.00,0,514000000,"[100,0,0,100,0,0,0,0,0,100,0,0]",1583316143,"Knowledge panel, Reviews, Video"
pere noel en gobelets plastique,49,49,110,71.17,0.26,https://cupkiller.com/fr/actu/blog/les-gobelets-personnalises-cupkiller-au-marche-de-noel,0,0,0.00,0.14,110000,"[44,1,1,1,1,1,1,1,1,6,24,100]",1583224491,"Image pack, Reviews, Video Carousel"
tory lanez lyon,61,61,70,79.64,0.00,https://cupkiller.com/de/actu//transbordeur-confiance-cupkiller,0,0,0.00,0,100,"[33,0,0,33,100,33,33,33,0,0,67,0]",1583799499,"Site links, Video, Video Carousel"
fabricant gobelet plastique jetable,35,31,70,67.42,0.68,https://cupkiller.com/,0,0,0.00,0.79,150000,"[20,20,20,60,60,20,20,20,40,20,100,20]",1584613524,"Site links, Reviews, Video"
avis gourde a qui s,24,24,90,57.99,0.00,https://cupkiller.com/,0,0,0.00,0.87,13500000,"[0,0,0,0,0,0,0,0,0,0,0,100]",1582238376,"Site links, Reviews, AdWords bottom"
dalvin villeurbanne,14,14,40,78.39,1.50,https://cupkiller.com/,0,0,0.00,0.04,53,"[0,0,0,0,0,0,0,65,100,12,12,12]",1582538175,"Knowledge panel, Image pack, Site links, Reviews, Video"
service de verres pas cher,73,73,110,91.15,0.12,https://cupkiller.com/,0,0,0.00,1,19200000,"[43,43,43,43,52,52,52,67,43,52,67,100]",1583457558,"Image pack, Site links, Reviews, Shopping ads"
prix cup,26,26,140,71.34,0.24,https://cupkiller.com/,0,0,0.00,1,201000000,"[100,100,81,67,52,67,67,67,43,43,52,43]",1582411375,"Image pack, Site links, Reviews, Video, Featured snippet, Video Carousel, People also ask"
gravure flute à champagne,52,52,40,64.32,0.00,https://cupkiller.com/fr/verres-personnalises-plastique/1418-flute-plastique-effervescence-gravure-laser.html,0,0,0.00,0,87,"[50,50,0,50,0,100,50,100,50,50,0,0]",1584275809,"Local pack, Image pack, Reviews, AdWords bottom, Video Carousel"
mug plastique personnalisé,14,14,110,68,0.59,https://cupkiller.com/,0,0,0.00,1,491000,"[43,33,24,33,43,24,67,100,67,52,67,81]",1583413497,"Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads"
flute a champagne en plastique,69,69,90,80.27,0.38,https://cupkiller.com/fr/verres-personnalises-plastique/1378-flute-a-champagne-plastique-personnalise-effervescence.html,0,0,0.00,1,294000,"[14,100,14,14,57,14,14,14,43,43,14,14]",1583340197,"Image pack, Reviews, AdWords top, Shopping ads"
verre à shooter en plastique,85,85,50,75.03,0.00,https://cupkiller.com/,0,0,0.00,0,256000,"[100,57,14,43,71,29,43,14,0,14,14,43]",1582263509,"Image pack, Reviews, Video"
coupe champagne plastique reutilisable,29,29,70,56.16,0.30,https://cupkiller.com/,0,0,0.00,1,99,"[20,100,60,20,20,60,20,20,20,20,20,20]",1583059001,"Image pack, Site links, Reviews, AdWords bottom"
thom york transbordeur,5,5,50,75.41,0.00,https://cupkiller.com/fr/actu/blog/thom-yorke-au-transbordeur,0,0,0.00,0,62,"[14,14,100,71,29,0,14,0,0,0,0,0]",1582444825,"Image pack, Site links, Reviews, Video Carousel"
saint patrick légendes et coutumes,95,95,50,76.04,0.00,https://cupkiller.com/fr/actu/blog/nos-gobelets-personnalisables-fetent-la-saint-patrick-,0,0,0.00,0,337000,"[0,50,0,50,50,100,0,0,100,0,0,0]",1584097378,"Image pack, Reviews, FAQ"
logo vierge,84,84,210,78.24,0.00,https://cupkiller.com/,0,0,0.00,0,31800000,"[28,28,36,28,36,54,54,100,82,82,67,100]",1584347646,"Image pack, Reviews, FAQ"
gourde basket,20,20,140,72.1,0.20,https://cupkiller.com/fr/gourdes-thematiques/1298-gourdes-personnalisees-basketteur.html,0,0,0.00,1,1890000,"[22,22,16,22,16,22,22,53,34,81,100,53]",1584238119,"Image pack, Site links, Reviews, Video"
lime pour plastique,78,78,70,69.76,0.21,https://cupkiller.com/fr/verres-vierge/1390-tubo-plastique-blanc-long-lime-vierge.html,0,0,0.00,1,5250000,"[40,20,20,20,60,40,20,20,20,20,20,100]",1583500906,"Image pack, Site links, Reviews, Shopping ads"
acheter des verres pas cher,54,54,50,90.93,0.00,https://cupkiller.com/,0,0,0.00,1,92500000,"[40,60,100,20,20,20,20,20,80,40,20,20]",1584504102,"Local pack, Image pack, Site links, Reviews, Shopping ads"
son libre festival,34,28,1300,78.2,0.00,https://cupkiller.com/fr/actu/blog/du-soleil-de-la-musique-et-des-artistes-cupkiller-partenaire-du-son-libre-festival-,0,0,0.00,0,130000000,"[16,24,36,53,100,100,7,9,7,9,11,20]",1584576938,"Knowledge panel, Image pack, Site links, Video, Video Carousel"
plastique pour gravure laser,78,78,50,63.09,1.00,https://cupkiller.com/fr/verres-personnalises-plastique/1414-verre-a-vin-plastique-cabernet-gravure-laser.html,0,0,0.00,1,2750000,"[0,0,0,0,20,20,20,20,100,40,20,20]",1584490505,"Image pack, Reviews, AdWords bottom, Video Carousel"
verre cabernet,23,23,40,72.93,0.29,https://cupkiller.com/fr/verres-personnalises/1354-verre-personnalise-cabernet-37cl.html,0,0,0.00,1,505000,"[22,22,33,33,33,100,33,33,33,44,56,56]",1583203742,"Image pack, Reviews, Video"
quadri couleur,81,81,50,65.75,0.00,https://cupkiller.com/fr/124-gobelet-a-personnaliser-25-cl-impression-quadri-multicolore,0,0,0.00,0.17,1650000,"[40,20,60,20,60,20,20,40,100,20,20,20]",1582671075,"Image pack, Site links, Reviews"
rockailles 2017,86,86,50,67.92,0.00,https://cupkiller.com/actu//nos-voisins-de-haute-savoie-on-fait-appel-au-rhinoceros-de-cupkiller,0,0,0.00,0,2410000,"[0,0,33,0,0,33,33,67,0,0,33,100]",1582986589,"Image pack, Site links, Reviews, Video Carousel"
coffret verre,32,32,170,85.42,0.28,https://cupkiller.com/fr/coffrets/1402-coffret-champagne-canard-duchene.html,0,0,0.00,1,20500000,"[15,12,15,12,24,24,24,24,29,81,100,19]",1584460696,"Image pack, Site links, Reviews, Shopping ads"
verre et plastique com,48,48,50,75.33,0.00,https://cupkiller.com/fr/verres-personnalises-plastique/1377-verre-a-vin-plastique-personnalise-syrah.html,0,0,0.00,0.21,51900000,"[50,100,100,50,50,0,50,50,50,0,100,50]",1584364323,"Image pack, Site links, Reviews, Video"
gobelet plastique biere,30,30,90,65.85,0.24,https://cupkiller.com/,0,0,0.00,1,80600,"[53,41,24,41,41,53,65,82,82,100,65,65]",1582230392,"Image pack, Reviews, AdWords top, Shopping ads"
reggae frangy 2018,24,24,70,70.05,0.00,https://cupkiller.com/fr/actu/blog/nomade-reggae-festival-de-frangy,0,0,0.00,0,49,"[100,0,0,0,0,33,33,0,0,0,33,33]",1584241150,"Image pack, Site links, Video Carousel"
ile maurice dom tom,62,62,320,74.51,0.00,https://cupkiller.com/fr/actu/blog/les-gobelets-cupkiller-a-lile-maurice-1er-volet,0,0,0.00,0,4170000,"[81,100,81,81,67,81,67,54,54,67,67,67]",1583931800,"Image pack, Site links, People also ask"
gobelets recyclables entreprise,31,31,90,62.92,0.99,https://cupkiller.com/,0,0,0.00,0.71,112000,"[0,0,0,0,11,11,11,11,100,11,22,11]",1583644951,"Image pack, Site links, Reviews, AdWords top, AdWords bottom"
chope de bière personnalisable,47,47,110,57.12,0.29,https://cupkiller.com/fr/promotions/1031-chope-bieremug-ps.html,0,0,0.00,1,77,"[81,28,22,16,16,22,34,22,28,9,34,100]",1582598639,"Image pack, Reviews"
flute a champagne colorée,80,80,40,70.2,0.00,https://cupkiller.com/fr/verres-personnalises/1358-flute-a-champagne-personnalisee.html,0,0,0.00,0.96,85900,"[25,50,25,50,25,25,100,25,25,25,25,50]",1583004423,"Image pack, Reviews, AdWords bottom, Shopping ads"
coffret vin st emilion,17,17,90,70.5,1.42,https://cupkiller.com/fr/coffrets/1399-coffret-vin-st-emilion.html,0,0,0.00,1,263000,"[33,33,33,33,67,0,33,33,0,67,100,33]",1583744316,"Local pack, Image pack, Reviews, AdWords bottom, Shopping ads"
frangy festival,47,47,140,81.71,0.00,https://cupkiller.com/fr/actu/blog/nomade-reggae-festival-de-frangy,0,0,0.00,0.01,82,"[1,3,6,10,13,19,82,100,3,1,1,1]",1583087196,"Knowledge panel, Image pack, Site links, Reviews, Video Carousel"
