Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword
jetons buvette pas cher,14,14,110,58.76,0.49,https://cupkiller.com/fr/84-jetons-personnalises,0,0,0.00,1,27,"[13,28,34,44,100,53,34,22,34,28,22,13]",1583677133,"Image pack, Reviews, AdWords bottom"
gourde maternelle,21,21,320,82.73,0.14,https://cupkiller.com/fr/gourdes-thematiques/1305-gourde-personnalisee-ecole-maternelle.html,0,0,0.00,1,302000,"[5,13,16,24,36,55,82,100,24,19,24,30]",1584170711,"Image pack, Site links, Reviews, Shopping ads, Video Carousel"
dernier tube de sean paul,78,78,40,71.09,0.00,https://cupkiller.com/actu//sean-paul-legende-du-reggae-dancehall-a-debarque-a-lyon-chez-notre-partenaire-du-transbordeur-,0,0,0.00,0,51900000,"[14,14,14,29,29,14,14,100,29,0,0,0]",1582853190,"Image pack, Site links, Reviews, Video, Featured snippet"
chope biere,69,69,1000,87.99,0.19,https://cupkiller.com/fr/promotions/1031-chope-bieremug-ps.html,0,0,0.00,1,277000,"[31,38,31,38,46,46,53,53,68,84,100,53]",1584450004,"Image pack, Reviews, Video Carousel"
delai vistaprint,26,26,70,84.96,2.11,https://cupkiller.com/,0,0,0.00,0.16,81,"[25,25,25,25,100,25,25,25,25,25,25,25]",1584516065,"Image pack, Reviews, Featured snippet, AdWords top, FAQ"
coffret biere et verre,47,47,70,75.75,0.41,https://cupkiller.com/fr/coffrets/1392-coffret-biere-mange-soif.html,0,0,0.00,1,201000,"[82,6,18,24,6,6,6,6,6,6,12,100]",1583145407,"Image pack, Reviews, Shopping ads"
bon a tirer,96,96,720,80.19,0.00,https://cupkiller.com/fr/services/847-bon-a-tirer-supplementaire.html,0,0,0.00,0.02,50000000,"[82,82,82,67,82,82,67,82,82,82,67,100]",1584417631,"Knowledge panel, Site links, Reviews, Video, Featured snippet, Video Carousel"
champagne canard duchene 1er cru,52,52,70,82.55,0.00,https://cupkiller.com/fr/coffrets/1402-coffret-champagne-canard-duchene.html,0,0,0.00,0.14,70,"[0,0,0,0,0,0,0,0,0,0,100,100]",1584162526,"Image pack, Reviews, Shopping ads"
verre enfant personnalisé,16,16,110,57.8,0.38,https://cupkiller.com/fr/gobelet-preset/1241-gobelet-personnalise-25cl-fete-des-ecoles-enfants-qualite-photo.html,0,0,0.00,1,5420000,"[9,6,16,22,16,28,100,100,53,16,22,22]",1582508302,"Image pack, Site links, Reviews, Video, AdWords top, AdWords bottom, Shopping ads"
comparatif cup,73,73,70,63.48,0.00,https://cupkiller.com/,0,0,0.00,0.08,580000,"[3,44,5,54,3,36,100,3,3,3,3,28]",1584191075,"Site links, Reviews, Video, Featured snippet, Video Carousel"
shaker verre,31,31,110,79.34,0.19,https://cupkiller.com/fr/verres-personnalises/1356-verre-personnalise-shaker-37cl.html,0,0,0.00,1,3430000,"[41,53,53,53,53,53,100,82,65,53,82,82]",1584433103,"Image pack, Reviews, Shopping ads, Video Carousel, FAQ"
flute champagne quantité,62,62,40,79.28,0.00,https://cupkiller.com/fr/verres-personnalises/1358-flute-a-champagne-personnalisee.html,0,0,0.00,0.71,203000,"[0,0,29,100,14,14,14,14,14,29,29,14]",1584374431,"Image pack, Reviews, Featured snippet, People also ask"
gourde vélo personnalisée,19,19,90,59.66,0.52,https://cupkiller.com/fr/gourdes-thematiques/1345-gourde-personnalisee-cycliste.html,0,0,0.00,1,292000,"[25,75,25,50,25,25,75,25,25,25,100,25]",1582370447,"Image pack, Reviews"
green cup societe com,13,13,50,68.35,0.86,https://cupkiller.com/,0,0,0.00,0.79,80,"[20,20,100,60,20,20,40,40,60,20,20,20]",1582884280,"Knowledge panel, Image pack, Site links, Reviews, Video, AdWords top"
verres incassables,10,10,110,65.1,0.28,https://cupkiller.com/de/actu//la-revolution-des-verres-incassables,0,0,0.00,1,1620000,"[82,53,100,65,82,65,82,82,65,53,65,82]",1583604626,"Local pack, Image pack, Site links, Reviews, Video, AdWords top, Video Carousel"
tarif gravure sur verre,92,92,70,56.54,0.27,https://cupkiller.com/,0,0,0.00,1,334000,"[80,100,40,20,20,20,20,40,80,20,40,40]",1583386890,"Reviews, Featured snippet"
cup logo,45,45,110,64.55,0.00,https://cupkiller.com/,0,0,0.00,0.07,3140000000,"[24,24,24,33,33,43,67,52,81,100,100,67]",1582932947,"Image pack, Video Carousel"
pinte prix,84,84,50,77.6,0.00,https://cupkiller.com/,0,0,0.00,0.63,888000,"[14,14,14,43,29,14,100,14,29,29,14,14]",1582664515,"Image pack, Reviews, Featured snippet"
flute a champagne personnalisé,30,30,110,74.31,0.37,https://cupkiller.com/fr/verres-personnalises-plastique/1378-flute-a-champagne-plastique-personnalise-effervescence.html,0,0,0.00,1,68200,"[65,82,100,82,29,65,53,53,53,53,65,29]",1584359857,"Image pack, Reviews"
image de flute de champagne,59,59,50,83.99,0.00,https://cupkiller.com/fr/verres-personnalises/1358-flute-a-champagne-personnalisee.html,0,0,0.00,0.12,8820000,"[50,50,100,25,25,25,25,25,50,25,50,75]",1583424588,"Image pack, Reviews, Video"
ecocup greencup,13,13,50,69.97,0.59,https://cupkiller.com/,0,0,0.00,0.42,82,"[20,100,20,40,20,80,20,40,20,20,100,20]",1583984455,"Knowledge panel, Image pack, Site links, Reviews, Video, Video Carousel"
bidon tacx shiva,37,37,40,79.42,0.34,https://cupkiller.com/fr/gourdes-personnalisees/1294-gourdes-personnalisees-12cm-tacx-shiva-50cl.html,0,0,0.00,1,62,"[33,11,33,11,56,100,56,11,78,11,11,11]",1583344995,"Image pack, Reviews, Shopping ads"
quadricolor impression,20,20,90,54.89,0.00,https://cupkiller.com/fr/gobelet-a-personnaliser-33-cl-impression-quadri-multicolore/1145-gobelet-personnalise-qualite-photo-33cl.html,0,0,0.00,0,94,"[0,0,0,14,14,14,14,100,14,14,14,0]",1583330365,"Image pack, Site links, Reviews, Video"
spk event,7,7,70,73.88,0.00,https://cupkiller.com/fr/actu//spk-event-notre-fidele-partenaire,0,0,0.00,0,9940000,"[33,22,22,11,11,22,11,22,11,100,11,44]",1582740447,"Knowledge panel, Image pack, Site links, Reviews, Video, Video Carousel"
eco cup nantes,4,4,40,60.52,0.89,https://cupkiller.com/,0,0,0.00,0.79,627000,"[0,0,0,0,0,0,0,25,100,25,50,25]",1584160106,"Image pack, Site links, Video, AdWords top"
verre a vin de qualite,62,62,50,84.01,0.39,https://cupkiller.com/fr/verres-personnalises-plastique/1377-verre-a-vin-plastique-personnalise-syrah.html,0,0,0.00,1,374000,"[25,0,25,25,25,25,50,25,100,25,25,75]",1584406997,"Site links, Reviews, Video, Featured snippet, AdWords top, AdWords bottom, Shopping ads"
drapeau plastique personnalisé,40,40,70,53.89,0.28,https://cupkiller.com/fr/gobelet-preset/1282-gobelet-personnalise-25cl-fete-nationale-drapeau-qualite-photo.html,0,0,0.00,1,1110000,"[20,40,20,20,40,100,60,80,40,20,20,20]",1582756563,"Image pack, Reviews"
page jaune beaune,84,84,90,92.6,0.00,https://cupkiller.com/fr/coffrets/1395-coffret-vin-chorey-les-beaune.html,0,0,0.00,0,98,"[20,20,40,20,100,60,20,100,40,20,100,20]",1583959634,"Image pack, Site links, Reviews, Video"
eco cup 30,12,12,70,57.21,0.00,https://cupkiller.com/,0,0,0.00,1,169000000,"[0,0,50,25,100,25,25,25,75,50,0,25]",1584316947,"Image pack, Site links, Reviews, AdWords top, Shopping ads"
gourde personnalisée tritan,30,30,70,61.46,0.00,https://cupkiller.com/fr/promotions/1019-summertime-s-tritan.html,0,0,0.00,0,72,"[0,50,50,0,0,50,0,50,50,100,0,0]",1584180233,"Image pack, Reviews, Video, Shopping ads"
verre piscine plastique,13,13,50,74.23,0.31,https://cupkiller.com/fr/vaisselle-reutilisable/275-pool-party-62cl.html,0,0,0.00,1,7600000,"[11,44,11,11,11,11,44,11,100,100,100,33]",1583492239,"Image pack, Site links, Reviews, Shopping ads, Video Carousel"
nomade reggae festival 2018,35,35,90,72.33,0.00,https://cupkiller.com/fr/actu/blog/nomade-reggae-festival-de-frangy,0,0,0.00,0.01,52,"[75,25,25,100,50,25,25,25,25,25,25,25]",1583744826,"Image pack, Site links, Video Carousel"
kille,81,81,170,85.59,0.00,https://cupkiller.com/,0,0,0.00,0.03,28800000,"[54,42,54,42,42,65,65,42,81,65,100,81]",1584179933,"Reviews, Video, Video Carousel"
speedcubing com,30,30,50,71.21,0.71,https://cupkiller.com/fr/actu//des-gobelets-cupkiller-aux-championnats-de-france-de-speedcubing-2018,0,0,0.00,0.26,1900000,"[33,33,33,33,33,33,100,33,33,33,33,100]",1583495822,"Image pack, Site links, Reviews, Video, Video Carousel"
verre à mojito,21,21,390,82.98,0.17,https://cupkiller.com/fr/mojito-personnalise-pp/1178-verre-mojito-personnalise-pp.html,0,0,0.00,1,1100000,"[19,19,24,30,55,67,100,82,36,36,44,67]",1584083574,"Image pack, Reviews, Image, Shopping ads"
killer,73,80,8100,88.1,0.33,https://cupkiller.com/,0,0,0.00,0,586000000,"[67,82,67,82,82,82,67,82,82,82,82,100]",1584595579,"Instant answer, Knowledge panel, Image pack, Reviews, Video Carousel"
verre tarif,70,70,50,73.39,0.00,https://cupkiller.com/,0,0,0.00,0.75,34400000,"[56,11,33,11,11,33,11,78,100,22,11,22]",1583690879,"Image pack, Site links, Reviews, Featured snippet"
verre a vin incassable,20,20,110,69.66,0.32,https://cupkiller.com/fr/vaisselle-reutilisable/271-verre-vin-47cl.html,0,0,0.00,1,2140000,"[65,82,65,53,82,100,65,41,53,82,100,41]",1584158396,"Local pack, Image pack, Site links, Reviews, Video, AdWords bottom, Shopping ads"
33 cl,34,34,260,74.5,0.00,https://cupkiller.com/fr/113-gobelet-a-personnaliser-33-cl,0,0,0.00,0,1210000000,"[65,81,65,81,100,81,81,100,100,100,100,100]",1584228205,"Image pack, Reviews"
carafe a vin personnalisé,78,78,40,71.88,0.52,https://cupkiller.com/fr/verres-personnalises-plastique/1377-verre-a-vin-plastique-personnalise-syrah.html,0,0,0.00,1,84000,"[22,22,44,11,0,100,11,11,11,44,22,11]",1583679542,"Image pack, Reviews, Video, Shopping ads"
noce de 25 ans,78,78,170,80.2,0.00,https://cupkiller.com/fr/noces/1002-gobelet-personnalisable-noce-d-argent-25-ans.html,0,0,0.00,0,2250000,"[42,65,65,81,81,100,100,65,35,42,54,35]",1584158265,"Image pack, Reviews, Featured snippet, People also ask"
lancement du petit paumé 2019,46,46,90,80.74,0.00,https://cupkiller.com/fr/actu/blog/cupkiller-aime-le-petit-paume,0,0,0.00,0,57,"[0,44,11,11,11,11,11,11,100,11,11,0]",1583118180,"Image pack, Featured snippet, Video Carousel"
devis vierge,61,61,590,72.42,1.37,https://cupkiller.com/fr/module/opartdevis/createquotation?create=1,0,0,0.00,0.21,3240000,"[39,59,48,48,39,39,26,59,59,88,72,100]",1584343497,"Image pack, Reviews, Video Carousel"
jetons pour buvette,20,20,70,48.35,0.54,https://cupkiller.com/fr/84-jetons-personnalises,0,0,0.00,0.95,558000,"[36,45,64,64,82,82,100,82,64,82,64,18]",1583083403,"Image pack, Site links, Reviews, AdWords top, Shopping ads"
gobelet pour biere,32,32,40,65.02,0.00,https://cupkiller.com/,0,0,0.00,0.74,1700000,"[25,50,75,25,75,100,25,25,25,50,25,25]",1582572745,"Image pack, Reviews, AdWords bottom, Video Carousel"
eco cup pliable,71,71,50,70.83,0.78,https://cupkiller.com/fr/accessoires/1432-product.html,0,0,0.00,1,440000,"[60,20,40,100,20,40,80,20,80,20,20,20]",1583239875,"Image pack, Reviews, Video, AdWords top, Shopping ads"
actu dancehall,57,57,40,77.79,0.00,https://cupkiller.com/actu//sean-paul-legende-du-reggae-dancehall-a-debarque-a-lyon-chez-notre-partenaire-du-transbordeur-,0,0,0.00,0,0,"[33,67,100,100,33,33,33,33,100,67,67,33]",1583313491,"Image pack, Site links, Reviews, Video Carousel"
gravure laser plastique,41,41,40,62.58,1.04,https://cupkiller.com/fr/verres-personnalises-plastique/1414-verre-a-vin-plastique-cabernet-gravure-laser.html,0,0,0.00,1,2390000,"[1,1,1,1,10,1,1,1,1,3,100,3]",1582725712,"Local pack, Image pack, Reviews, Video, AdWords top, AdWords bottom, Video Carousel"
vin blanc limé,74,74,50,76.38,0.00,https://cupkiller.com/fr/verres-personnalises-plastique/1381-tubo-blanc-long-lime-impression-quadrichromie-14cm.html,0,0,0.00,0.56,4110000,"[33,33,33,100,33,33,33,33,67,33,33,33]",1583989493,"Site links, Reviews, Featured snippet, Image, Shopping ads"
verre cocktail png,19,19,90,66.85,0.00,https://cupkiller.com/fr/verres-personnalises/1356-verre-personnalise-shaker-37cl.html,0,0,0.00,0.45,81,"[22,33,22,11,11,100,11,33,11,11,11,11]",1582563581,Image pack
programme festival reggae frangy,61,61,70,77.4,0.00,https://cupkiller.com/fr/actu/blog/nomade-reggae-festival-de-frangy,0,0,0.00,0,67,"[0,0,0,20,20,80,80,20,100,20,20,20]",1582234952,"Knowledge panel, Image pack, Site links, Video Carousel"
timbale gobelet,61,61,90,61.77,0.18,https://cupkiller.com/,0,0,0.00,1,94200,"[64,79,64,50,50,79,79,100,79,79,64,64]",1582514644,"Knowledge panel, Image pack, Site links, Reviews, Image, Shopping ads, Video Carousel"
personnaliser verre biere,38,38,40,58.6,0.51,https://cupkiller.com/,0,0,0.00,1,2470000,"[22,11,100,11,56,11,11,56,11,11,56,22]",1583186942,"Image pack, Reviews, Featured snippet, AdWords top, AdWords bottom, Shopping ads"
petit gobelet,32,32,50,79.6,0.23,https://cupkiller.com/,0,0,0.00,0.94,11600000,"[2,2,15,2,15,6,2,6,4,2,100,81]",1583445386,"Image pack, Site links, Reviews, Image, Video Carousel"
gourde personnalisable,45,0,1600,68.01,1.58,https://cupkiller.com/fr/163-gourdes-personnalisees,0,0,0.00,1,375000,"[11,24,24,36,44,44,44,67,44,81,100,44]",1584619222,"Image pack, Reviews, Video, AdWords top, Shopping ads, FAQ"
son libre place,60,60,50,69.67,0.00,https://cupkiller.com/fr/actu/blog/du-soleil-de-la-musique-et-des-artistes-cupkiller-partenaire-du-son-libre-festival-,0,0,0.00,0,582000000,"[11,33,11,100,11,22,11,11,0,22,22,0]",1583079644,"Image pack, Site links, Reviews, Video Carousel"
cité carter,19,19,260,78.78,0.00,https://cupkiller.com/fr/actu/blog/cupkiller-pousse-les-decibels-avec-le-complexe-cite-carter,0,0,0.00,0,1720000,"[53,53,66,81,100,53,81,66,66,81,100,81]",1583766049,"Knowledge panel, Image pack, Site links, Reviews, Video Carousel"
verre plastique sans bpa,31,31,70,75.45,0.17,https://cupkiller.com/fr/gobelet-vierge-25-cl/1106-gobelet-translucide-25cl.html,0,0,0.00,1,355000,"[33,33,100,67,100,33,33,67,100,67,33,33]",1584180230,"Image pack, Site links, Reviews, Video, FAQ"
gobelet whisky,13,13,70,81.39,0.66,https://cupkiller.com/fr/vaisselle-reutilisable/272-verre-whisky-25cl.html,0,0,0.00,0.99,270000,"[20,20,20,100,40,20,20,60,40,20,20,20]",1583907489,"Image pack, Reviews"
qualité photo,70,70,210,77.75,1.23,https://cupkiller.com/fr/gobelet-a-personnaliser-25-cl-impression-quadri-multicolore/1053-gobelet-personnalise-rouge-qualite-photo-25cl.html,0,0,0.00,0.16,517000000,"[100,54,54,54,65,65,65,65,81,100,100,100]",1583604223,"Image pack, Reviews, Featured snippet, AdWords bottom, People also ask"
photo verre de vin,75,75,170,88.43,0.00,https://cupkiller.com/fr/verres-personnalises-plastique/1377-verre-a-vin-plastique-personnalise-syrah.html,0,0,0.00,0.89,28000000,"[53,28,34,34,28,44,53,53,66,81,100,81]",1583687238,"Image pack, Reviews"
gourde nettoyage,77,77,50,76.17,0.00,https://cupkiller.com/fr/content/10-nettoyage-sur-site,0,0,0.00,0.57,2390000,"[0,0,0,0,0,0,0,0,0,0,100,100]",1582733794,"Site links, Reviews, Featured snippet, Video Carousel, People also ask"
avenue des gobelets nantes,43,43,50,79.13,0.00,https://cupkiller.com/,0,0,0.00,0,483000,"[11,11,11,11,0,11,11,100,11,11,22,11]",1584345498,"Image pack, Reviews"
logo plastique,67,67,210,72.09,0.00,https://cupkiller.com/,0,0,0.00,0.04,104000000,"[44,36,44,36,44,54,54,54,82,100,82,54]",1583799999,"Image pack, Reviews, Video"
yggdrasil festival,63,63,110,81.69,0.00,https://cupkiller.com/fr/actu/blog/festival-yggdrasil,0,0,0.00,0,622000,"[23,100,6,6,4,6,10,10,54,15,10,15]",1583867354,"Image pack, Site links, Reviews, Video, Video Carousel"
verre biere personnalisé professionnel,28,28,90,56.08,0.49,https://cupkiller.com/fr/verres-personnalises/1356-verre-personnalise-shaker-37cl.html,0,0,0.00,1,87,"[64,29,79,79,79,64,50,50,79,79,79,100]",1582368760,"Image pack, Reviews, Image, AdWords bottom"
gobelet rose,15,15,110,65.83,0.30,https://cupkiller.com/fr/gobelet-vierge-25-cl/1116-gobelet-rose-opaque-25cl-sans-impression.html,0,0,0.00,1,6270000,"[65,65,65,65,82,82,65,65,65,100,53,65]",1583038730,"Image pack, Site links, Reviews"
champgrand,75,80,2900,88.2,0.33,https://cupkiller.com/fr/unbreak/478-product.html,0,0,0.00,0,76,"[30,24,30,30,35,44,35,54,67,100,100,81]",1584626445,"Image pack, Site links, Reviews, Video Carousel"
tasse en plastique personnalisé,20,20,70,58.93,0.00,https://cupkiller.com/,0,0,0.00,0.81,0,"[20,100,20,80,20,40,60,20,20,20,80,20]",1583313438,"Image pack, Site links, Reviews, Video, AdWords top, AdWords bottom, Shopping ads"
verre en pvc,89,89,70,63.59,0.00,https://cupkiller.com/,0,0,0.00,1,23900000,"[33,33,33,33,100,100,33,33,33,67,33,67]",1582205164,"Image pack, Site links, Reviews"
coffret biere et verre personnalisé,17,17,50,63.31,0.54,https://cupkiller.com/fr/coffrets/1391-coffret-biere-de-noel-cuvee-tradition.html,0,0,0.00,1,92,"[100,14,43,14,14,14,29,14,0,14,29,29]",1582347788,"Image pack, Site links, Reviews, Image, AdWords top, AdWords bottom, Shopping ads"
coffret biere et verre personnalisé,16,16,50,63.31,0.54,https://cupkiller.com/fr/coffrets/1392-coffret-biere-mange-soif.html,0,0,0.00,1,92,"[100,14,43,14,14,14,29,14,0,14,29,29]",1582347788,"Image pack, Site links, Reviews, Image, AdWords top, AdWords bottom, Shopping ads"
gagnant du meilleur pâtissier 2017,31,31,70,88.06,0.00,https://cupkiller.com/actu//le-meilleur-patissier-2017,0,0,0.00,0,0,"[11,33,11,11,78,11,11,11,11,100,22,11]",1583234549,"Reviews, Featured snippet, Video Carousel, People also ask"
gravure sur verre personnalisé,69,69,140,62.38,0.51,https://cupkiller.com/fr/verres-personnalises-plastique/1414-verre-a-vin-plastique-cabernet-gravure-laser.html,0,0,0.00,1,3290000,"[81,65,100,81,81,81,27,15,27,35,54,54]",1583841478,"Local pack, Image pack, Site links, Reviews, AdWords top, AdWords bottom, Shopping ads, Video Carousel"
cup jetable,70,70,50,76.26,0.19,https://cupkiller.com/,0,0,0.00,1,1300000,"[14,14,14,14,43,14,100,14,43,57,14,14]",1583640279,"Image pack, Site links, Reviews"
ecocup transparent,14,14,70,48.37,0.79,https://cupkiller.com/,0,0,0.00,1,74,"[11,11,11,22,22,22,22,11,100,11,11,11]",1582926556,"Image pack, Site links, Video"
mug de biere,47,47,90,76.96,0.00,https://cupkiller.com/fr/promotions/1031-chope-bieremug-ps.html,0,0,0.00,1,2620000,"[22,100,22,11,0,56,11,11,11,11,11,22]",1583050948,"Local pack, Image pack, Reviews, Video, Image"
verre shooter plastique pas cher,33,33,50,77.68,0.00,https://cupkiller.com/,0,0,0.00,0,70,"[100,0,0,0,0,0,0,0,0,0,0,0]",1582319781,"Local pack, Image pack, Reviews"
impression deux couleurs,53,53,50,65.1,0.00,https://cupkiller.com/fr/gobelet-a-personnaliser-50-cl-impression-serigraphie-2-couleurs/1099-gobelet-personnalise-2-couleurs-50cl.html,0,0,0.00,0.02,32600000,"[25,25,100,25,25,25,75,25,25,25,25,25]",1582525286,"Image pack, Site links, Reviews, Video Carousel"
timbale verre,50,50,210,76.48,0.00,https://cupkiller.com/,0,0,0.00,1,212000,"[53,44,53,66,66,81,81,81,81,81,100,66]",1584046760,"Image pack, Site links, Reviews"
gourde montpellier,46,46,70,75.78,0.00,https://cupkiller.com/,0,0,0.00,0.87,1830000,"[0,0,0,0,0,0,0,0,20,100,20,20]",1584544707,"Image pack, Site links, Reviews, FAQ"
jetons plastiques,80,80,260,76.53,0.55,https://cupkiller.com/fr/84-jetons-personnalises,0,0,0.00,1,195000,"[66,66,100,81,100,100,81,81,81,81,100,53]",1583865092,"Image pack, Reviews"
mariage aymeric de rougé,69,69,70,61.21,0.00,https://cupkiller.com/fr/gobelet-serigraphie/807-gobelet-thematique-mariage-anniversaire.html,0,0,0.00,0.01,171000,"[100,14,14,14,14,29,71,14,14,14,14,14]",1582921382,"Image pack, Site links, Reviews, Video, Video Carousel"
costume evg,60,60,170,69.89,0.14,https://cupkiller.com/fr/evjf-evg/1016-gobelet-personnalisable-evjg-costume.html,0,0,0.00,1,186000,"[28,54,67,100,67,36,28,18,13,10,10,36]",1584158130,"Site links, Reviews, Shopping ads"
prix du verre,90,90,210,73.08,0.17,https://cupkiller.com/,0,0,0.00,0.99,164000000,"[66,66,66,66,44,53,44,66,100,81,66,81]",1584465870,"Site links, Reviews, Featured snippet"
delain transbordeur,93,93,90,72.11,0.14,https://cupkiller.com/fr/actu/blog/thom-yorke-au-transbordeur,0,0,0.00,0.17,99,"[0,0,0,0,0,0,0,0,0,0,0,100]",1582394979,"Image pack, Site links, Reviews, Video"
code pantone blanc,33,33,40,62.6,0.00,https://cupkiller.com/fr/services/284-choix-du-code-pantone.html,0,0,0.00,0,5010000,"[22,11,11,11,11,11,33,56,33,100,11,11]",1583008064,"Reviews, Featured snippet"
verre à bière personnalisé,35,35,1300,70.16,0.46,https://cupkiller.com/fr/verres-personnalises/1356-verre-personnalise-shaker-37cl.html,0,0,0.00,1,5570000,"[25,25,20,34,83,20,20,34,34,83,100,30]",1584533020,"Image pack, Reviews, Image, AdWords top, AdWords bottom, Shopping ads"
canard duchene,60,58,2900,83.03,0.16,https://cupkiller.com/fr/coffrets/1402-coffret-champagne-canard-duchene.html,0,0,0.00,1,98,"[20,30,30,23,23,30,30,23,36,36,100,36]",1584619435,"Knowledge panel, Image pack, Site links, Reviews, Video Carousel"
verres à bière personnalisés,28,28,70,68.8,0.54,https://cupkiller.com/fr/verres-personnalises/1356-verre-personnalise-shaker-37cl.html,0,0,0.00,1,5200000,"[25,25,25,75,25,100,25,25,25,25,50,25]",1583530726,"Image pack, Reviews"
maratray dubreuil tarif,48,48,40,65.67,0.00,https://cupkiller.com/fr/coffrets/1395-coffret-vin-chorey-les-beaune.html,0,0,0.00,0.14,51,"[14,14,14,57,14,14,100,0,14,0,14,14]",1582238080,"Image pack, Reviews, Featured snippet"
timbale en plastique,18,18,210,80.89,0.19,https://cupkiller.com/,0,0,0.00,1,79800,"[12,12,7,8,19,44,81,100,29,29,36,29]",1584557067,"Image pack, Site links, Reviews, AdWords bottom, Video Carousel"
flute champagne personnalisé,35,35,170,71.67,0.46,https://cupkiller.com/fr/verres-personnalises-plastique/1378-flute-a-champagne-plastique-personnalise-effervescence.html,0,0,0.00,1,74100,"[35,54,54,81,81,65,81,65,54,100,81,81]",1584183786,"Image pack, Reviews, Shopping ads, Video Carousel"
verre à eau,59,54,2400,86.05,0.16,https://cupkiller.com/fr/verres-personnalises/1359-verre-a-eau-personnalise-lounge.html,0,0,0.00,1,118000000,"[24,30,30,35,30,35,35,35,35,67,100,54]",1584651417,"Local pack, Image pack, Reviews, Video Carousel"
gourde personalise,39,39,40,65.33,0.71,https://cupkiller.com/fr/gourdes-thematiques/1308-gourde-personnalisee-elements-ecole.html,0,0,0.00,1,3290000,"[14,14,14,14,100,29,14,14,29,14,57,14]",1582739735,"Image pack, Reviews, AdWords top, AdWords bottom, Shopping ads, Video Carousel"
champagne canard duchene prix,50,50,210,83.71,0.21,https://cupkiller.com/fr/coffrets/1402-coffret-champagne-canard-duchene.html,0,0,0.00,1,79,"[67,15,13,19,19,15,13,19,19,24,15,100]",1583745400,"Image pack, Site links, Reviews, Featured snippet"
ecocup nantes,4,4,70,65.84,0.76,https://cupkiller.com/,0,0,0.00,0.69,21200,"[33,33,33,33,33,67,33,33,33,67,33,100]",1584041395,"Local pack, Image pack, Site links, Reviews, Video"
lave vaisselle location,58,58,40,70.68,0.56,https://cupkiller.com/fr/accueil/348-location-lave-vaisselle.html,0,0,0.00,0.98,30500000,"[14,14,14,14,14,29,14,43,29,100,29,14]",1583778787,"Image pack, Site links, Reviews"
coffret verre a biere,75,70,590,83.98,0.25,https://cupkiller.com/fr/coffrets/1392-coffret-biere-mange-soif.html,0,0,0.00,1,200000,"[11,13,13,13,20,11,11,13,13,54,100,11]",1584579694,"Image pack, Reviews"
gobelet plastique original,13,13,50,77.03,0.00,https://cupkiller.com/,0,0,0.00,1,75,"[11,11,11,11,11,11,11,11,11,100,22,11]",1584086613,"Image pack, Site links, Reviews, Shopping ads, Video Carousel"
flute en plastique,35,35,480,78.3,0.27,https://cupkiller.com/fr/verres-personnalises-plastique/1378-flute-a-champagne-plastique-personnalise-effervescence.html,0,0,0.00,1,1310000,"[54,66,54,81,66,54,54,81,81,81,100,100]",1584156523,"Image pack, Reviews, Shopping ads"
vistaprint creer un compte,78,78,90,19.52,2.79,https://cupkiller.com/,0,0,0.00,0.27,92,"[56,11,11,11,22,11,11,11,100,11,22,33]",1583171703,"Image pack, Site links, Reviews, Video, AdWords top"
raid aventure bretagne,85,85,50,50.52,0.00,https://cupkiller.com/fr/actu/blog/un-week-end-athletique-pour-les-gobelets-de-lenssat-raid-aventure-,0,0,0.00,0,340000,"[20,20,20,100,60,60,20,100,40,100,20,80]",1582911400,"Image pack, Site links, Reviews, Video"
bubbles company prix,47,47,40,79.42,0.00,https://cupkiller.com/,0,0,0.00,0,6330000,"[22,11,100,11,11,56,11,11,11,11,11,44]",1582976101,"Image pack, Site links, Reviews, Video"
comparateur prenom,81,81,70,73.28,0.00,https://cupkiller.com/,0,0,0.00,0,10100000,"[20,20,80,100,40,20,20,20,20,20,20,40]",1582770746,Reviews
image flute champagne,49,49,40,72.81,0.00,https://cupkiller.com/fr/verres-personnalises/1358-flute-a-champagne-personnalisee.html,0,0,0.00,0.29,6070000,"[9,9,100,9,9,9,82,45,64,9,18,9]",1582216648,"Image pack, Reviews, Video"
gourde nantes,89,89,50,58.95,0.00,https://cupkiller.com/,0,0,0.00,0.29,611000,"[0,0,0,0,25,100,25,25,25,25,25,25]",1582304841,"Image pack, Site links, Reviews"
nomade festival frangy,50,50,90,74.32,0.00,https://cupkiller.com/fr/actu/blog/nomade-reggae-festival-de-frangy,0,0,0.00,0,71,"[20,20,20,20,20,20,20,20,20,20,20,100]",1583321335,"Knowledge panel, Image pack, Site links, Reviews, Video Carousel"
vente de gobelet en plastique,59,59,70,81.51,0.46,https://cupkiller.com/,0,0,0.00,1,0,"[0,0,0,33,33,33,33,33,33,100,33,33]",1583313143,"Reviews, AdWords top, AdWords bottom, Shopping ads"
champagne canard duchene brut avis,65,65,70,70.58,0.00,https://cupkiller.com/fr/coffrets/1402-coffret-champagne-canard-duchene.html,0,0,0.00,0.97,71,"[11,11,11,11,33,11,11,22,22,100,22,11]",1583021675,"Image pack, Reviews"
gobelet biere,40,40,320,73.45,0.35,https://cupkiller.com/,0,0,0.00,1,112000,"[24,24,44,54,81,100,66,54,54,36,29,29]",1583803430,"Local pack, Image pack, Site links, Reviews, AdWords top, Shopping ads, Video Carousel"
